bath,balcony,price,total_sqft_float,bhk,sqrt_per_room,price_per_square
2.0,2.0,60.0,1145.0,3,381.6666666666667,5240.174672489083
2.0,1.0,80.63,1427.0,3,475.6666666666667,5650.31534688157
3.0,1.0,103.0,1689.0,3,563.0,6098.283007696862
3.0,2.0,103.0,1689.0,3,563.0,6098.283007696862
3.0,2.0,103.0,1689.0,3,563.0,6098.283007696862
3.0,1.0,90.0,1685.0,3,561.6666666666666,5341.246290801187
3.0,2.0,117.0,1919.0,3,639.6666666666666,6096.925482021887
4.0,2.0,160.0,3000.0,4,750.0,5333.333333333333
4.0,1.0,130.0,2000.0,4,500.0,6500.0
5.0,3.0,180.0,3600.0,5,720.0,5000.0
8.0,2.0,220.0,1200.0,8,150.0,18333.333333333332
2.0,2.0,52.0,1022.0,2,511.0,5088.062622309198
2.0,3.0,40.0,885.0,2,442.5,4519.774011299435
2.0,1.0,50.0,1100.0,2,550.0,4545.454545454545
3.0,1.0,57.0,1325.0,3,441.6666666666667,4301.88679245283
2.0,2.0,35.0,840.0,3,280.0,4166.666666666667
2.0,3.0,56.0,1325.0,3,441.6666666666667,4226.415094339623
4.0,3.0,375.0,1200.0,4,300.0,31250.0
1.0,1.0,29.0,581.0,1,581.0,4991.394148020654
1.0,1.0,20.0,450.0,1,450.0,4444.444444444444
2.0,2.0,50.0,1125.0,2,562.5,4444.444444444444
2.0,3.0,51.0,1242.0,2,621.0,4106.280193236715
2.0,2.0,43.2,1080.0,2,540.0,4000.0
2.0,2.0,71.5,1100.0,2,550.0,6500.0
2.0,2.0,73.0,1255.0,2,627.5,5816.733067729084
2.0,1.0,48.0,1058.0,2,529.0,4536.862003780719
2.0,2.0,80.0,1375.0,2,687.5,5818.181818181818
2.0,1.0,69.0,1248.0,2,624.0,5528.846153846154
2.0,2.0,55.0,1225.0,2,612.5,4489.7959183673465
2.0,2.0,74.0,1255.0,2,627.5,5896.414342629482
2.0,1.5843757375501535,45.0,1175.0,2,587.5,3829.7872340425533
2.0,2.0,69.0,1255.0,2,627.5,5498.00796812749
2.0,3.0,66.0,1255.0,2,627.5,5258.964143426295
2.0,1.0,65.0,1127.0,2,563.5,5767.524401064774
2.0,1.0,50.0,1200.0,2,600.0,4166.666666666667
2.0,0.0,75.0,1200.0,2,600.0,6250.0
1.0,1.0,39.5,850.0,2,425.0,4647.058823529412
2.0,1.0,45.0,1000.0,2,500.0,4500.0
2.0,2.0,38.0,1011.0,2,505.5,3758.6547972304647
2.0,2.0,76.0,1276.0,2,638.0,5956.112852664577
2.0,0.0,90.0,1500.0,2,750.0,6000.0
2.0,0.0,60.48,1315.0,2,657.5,4599.239543726236
2.0,3.0,45.0,935.0,2,467.5,4812.834224598931
2.0,1.0,84.5,1231.0,2,615.5,6864.337936636881
2.0,2.0,44.6,1115.0,2,557.5,4000.0
3.0,2.0,78.0,1650.0,3,550.0,4727.272727272727
3.0,2.0,100.0,1823.0,3,607.6666666666666,5485.463521667581
3.0,1.0,135.0,1818.0,3,606.0,7425.742574257426
3.0,3.0,72.0,1450.0,3,483.3333333333333,4965.517241379311
2.0,2.0,90.0,1430.0,3,476.6666666666667,6293.706293706294
2.0,2.0,65.0,1320.0,3,440.0,4924.242424242424
2.0,1.0,82.0,1260.0,3,420.0,6507.936507936508
4.0,0.0,75.0,1200.0,4,300.0,6250.0
4.0,1.0,75.0,1200.0,4,300.0,6250.0
5.0,0.0,101.0,1200.0,5,240.0,8416.666666666666
5.0,2.0,99.0,1200.0,5,240.0,8250.0
4.0,2.0,675.0,4000.0,4,1000.0,16875.0
4.0,2.0,900.0,7500.0,4,1875.0,12000.0
2.0,1.0,32.49,1125.0,2,562.5,2888.0
2.0,1.0,32.92,1140.0,2,570.0,2887.719298245614
2.0,1.0,37.83,1310.0,3,436.6666666666667,2887.7862595419847
4.0,2.0,325.0,2400.0,3,800.0,13541.666666666666
2.0,3.0,52.0,1180.0,2,590.0,4406.779661016949
2.0,1.0,51.0,1050.0,2,525.0,4857.142857142857
2.0,3.0,68.0,1310.0,3,436.6666666666667,5190.839694656489
2.0,2.0,87.0,1370.0,3,456.6666666666667,6350.36496350365
4.0,2.0,155.0,1200.0,4,300.0,12916.666666666666
4.0,2.0,255.0,4200.0,4,1050.0,6071.428571428572
6.0,3.0,250.0,4400.0,6,733.3333333333334,5681.818181818182
4.0,1.0,230.0,1200.0,4,300.0,19166.666666666668
2.0,2.0,90.0,1450.0,2,725.0,6206.896551724138
2.0,0.0,75.0,1602.0,3,534.0,4681.647940074907
2.0,1.0,75.0,1602.0,3,534.0,4681.647940074907
3.0,1.0,56.12,1200.0,3,400.0,4676.666666666667
3.0,1.0,56.12,1200.0,3,400.0,4676.666666666667
3.0,1.0,56.12,1200.0,3,400.0,4676.666666666667
5.0,0.0,300.0,5667.5,4,1416.875,5293.33921482135
3.0,1.0,235.0,3235.0,3,1078.3333333333333,7264.296754250387
3.0,2.0,130.0,1920.0,3,640.0,6770.833333333333
3.0,2.0,135.0,1995.0,3,665.0,6766.917293233083
3.0,2.0,129.0,1918.0,3,639.3333333333334,6725.7559958289885
4.0,2.0,145.0,2100.0,3,700.0,6904.761904761905
3.0,2.0,130.0,1920.0,3,640.0,6770.833333333333
4.0,2.0,138.0,2000.0,3,666.6666666666666,6900.0
4.0,1.0,200.0,2666.0,3,888.6666666666666,7501.875468867217
3.0,2.0,130.0,1920.0,3,640.0,6770.833333333333
5.0,1.0,282.0,3596.0,4,899.0,7842.046718576195
5.0,1.0,260.0,3596.0,4,899.0,7230.255839822024
5.0,1.0,279.0,3596.0,4,899.0,7758.620689655172
4.0,2.0,268.0,3596.0,4,899.0,7452.725250278087
6.0,2.0,425.0,5515.0,5,1103.0,7706.255666364461
2.0,1.0,30.5,910.0,2,455.0,3351.6483516483518
1.0,1.0,27.0,672.0,1,672.0,4017.8571428571427
2.0,2.0,68.0,1135.0,2,567.5,5991.1894273127755
1.0,2.0,57.0,850.0,1,850.0,6705.882352941177
1.0,2.0,60.0,850.0,1,850.0,7058.823529411765
2.0,2.0,105.0,1128.0,2,564.0,9308.510638297872
2.0,1.0,102.0,1210.0,2,605.0,8429.752066115703
2.0,2.0,105.0,1224.0,2,612.0,8578.43137254902
2.0,2.0,100.0,1145.0,2,572.5,8733.624454148472
2.0,3.0,120.0,1260.0,2,630.0,9523.809523809523
3.0,1.0,330.0,2800.0,3,933.3333333333334,11785.714285714286
3.0,2.0,200.0,1650.0,3,550.0,12121.212121212122
3.0,1.0,180.0,1875.0,3,625.0,9600.0
3.0,2.0,225.0,2070.0,3,690.0,10869.565217391304
3.0,1.0,120.0,1407.0,3,469.0,8528.784648187633
3.0,1.5843757375501535,324.0,2700.0,3,900.0,12000.0
4.0,1.5843757375501535,312.0,2601.0,3,867.0,11995.386389850059
3.0,2.0,191.0,1740.0,3,580.0,10977.011494252874
3.0,3.0,220.0,1650.0,3,550.0,13333.333333333334
3.0,2.0,150.0,1700.0,3,566.6666666666666,8823.529411764706
3.0,2.0,200.0,1650.0,3,550.0,12121.212121212122
3.0,1.0,150.0,1650.0,3,550.0,9090.90909090909
4.0,1.5843757375501535,440.0,3200.0,4,800.0,13750.0
4.0,1.0,700.0,4000.0,4,1000.0,17500.0
4.0,2.0,405.0,2400.0,4,600.0,16875.0
4.0,3.0,365.0,2800.0,4,700.0,13035.714285714286
5.0,2.0,180.0,1000.0,5,200.0,18000.0
5.0,2.0,350.0,1800.0,5,360.0,19444.444444444445
6.0,2.0,475.0,2400.0,6,400.0,19791.666666666668
8.0,1.0,600.0,3250.0,8,406.25,18461.53846153846
3.0,2.0,199.0,1740.0,3,580.0,11436.781609195403
2.0,1.0,96.0,1196.0,2,598.0,8026.755852842809
4.0,1.0,640.0,2400.0,4,600.0,26666.666666666668
3.0,2.0,258.0,1550.0,3,516.6666666666666,16645.16129032258
7.0,0.0,160.0,1000.0,8,125.0,16000.0
5.0,1.5843757375501535,80.0,5800.0,5,1160.0,1379.3103448275863
5.0,1.5843757375501535,680.0,4000.0,5,800.0,17000.0
2.0,0.0,85.0,1200.0,1,1200.0,7083.333333333333
2.0,2.0,50.0,1080.0,2,540.0,4629.62962962963
3.0,0.0,95.0,1800.0,3,600.0,5277.777777777777
3.0,3.0,75.0,1475.0,3,491.6666666666667,5084.745762711865
4.0,2.0,100.0,1200.0,6,200.0,8333.333333333334
2.0,0.0,108.0,1200.0,3,400.0,9000.0
4.0,2.0,350.0,1200.0,4,300.0,29166.666666666668
4.0,2.0,185.0,2690.0,4,672.5,6877.323420074349
2.0,2.0,37.0,1060.0,2,530.0,3490.566037735849
2.0,1.0,40.53,1160.0,2,580.0,3493.9655172413795
1.0,1.0,44.0,1050.0,1,1050.0,4190.476190476191
1.0,0.0,34.27,745.0,1,745.0,4600.000000000001
2.0,2.0,70.0,1100.0,2,550.0,6363.636363636364
2.0,1.0,49.0,940.0,2,470.0,5212.765957446809
2.0,2.0,45.0,1078.0,2,539.0,4174.397031539888
2.0,0.0,93.865,1352.5,2,676.25,6940.110905730129
2.0,2.0,62.0,1200.0,2,600.0,5166.666666666667
2.0,1.0,90.87,1300.0,2,650.0,6990.0
2.0,3.0,78.0,1200.0,2,600.0,6500.0
2.0,1.0,45.0,820.0,2,410.0,5487.804878048781
2.0,2.0,60.0,1250.0,2,625.0,4800.0
2.0,1.0,91.65,1300.0,2,650.0,7050.0
2.0,1.0,57.0,1107.0,2,553.5,5149.051490514905
2.0,1.0,99.0,1405.0,2,702.5,7046.26334519573
2.0,1.0,73.0,1157.0,2,578.5,6309.420916162489
2.0,1.0,44.0,1048.0,2,524.0,4198.473282442748
3.0,2.0,135.0,2500.0,3,833.3333333333334,5400.0
2.0,1.0,85.4,1315.0,3,438.3333333333333,6494.296577946768
3.0,2.0,112.0,1690.0,3,563.3333333333334,6627.218934911242
4.0,3.0,160.0,3300.0,3,1100.0,4848.484848484848
2.0,2.0,49.9,1150.0,3,383.3333333333333,4339.130434782609
2.0,1.5843757375501535,110.0,1850.0,3,616.6666666666666,5945.945945945946
2.0,3.0,82.0,1500.0,3,500.0,5466.666666666667
3.0,1.0,123.0,1750.0,3,583.3333333333334,7028.571428571428
3.0,2.0,83.0,1600.0,3,533.3333333333334,5187.5
3.0,1.0,138.0,1960.0,3,653.3333333333334,7040.816326530612
2.0,3.0,85.0,1590.0,3,530.0,5345.911949685535
2.0,1.0,108.0,1500.0,3,500.0,7200.0
2.0,3.0,82.0,1500.0,3,500.0,5466.666666666667
4.0,2.0,140.0,3000.0,4,750.0,4666.666666666667
4.0,2.0,140.0,3000.0,4,750.0,4666.666666666667
3.0,2.0,150.0,3000.0,4,750.0,5000.0
2.0,0.0,87.0,1500.0,4,375.0,5800.0
6.0,0.0,68.0,1800.0,6,300.0,3777.777777777778
4.0,1.0,160.0,2700.0,7,385.7142857142857,5925.925925925926
2.0,1.0,74.0,1150.0,2,575.0,6434.782608695652
2.0,2.0,93.0,1503.0,3,501.0,6187.624750499002
3.0,2.0,82.0,1853.0,3,617.6666666666666,4425.256341068538
5.0,1.5843757375501535,250.0,5000.0,4,1250.0,5000.0
3.0,2.0,72.0,1531.0,3,510.3333333333333,4702.808621815807
2.0,2.0,88.0,1465.0,3,488.3333333333333,6006.825938566553
2.0,3.0,58.0,1250.0,2,625.0,4640.0
2.0,2.0,70.0,1470.0,3,490.0,4761.9047619047615
3.0,2.0,102.0,1600.0,3,533.3333333333334,6375.0
2.0,2.0,58.0,990.0,2,495.0,5858.585858585859
2.0,1.0,70.0,1205.0,2,602.5,5809.128630705394
2.0,3.0,57.0,950.0,2,475.0,6000.0
2.0,1.0,77.0,1279.0,2,639.5,6020.3283815480845
2.0,1.0,85.0,1300.0,2,650.0,6538.461538461538
2.0,1.0,76.0,1230.0,2,615.0,6178.861788617886
2.0,1.0,80.0,1290.0,2,645.0,6201.550387596899
2.0,1.0,98.0,1483.0,2,741.5,6608.226567768038
2.0,2.0,65.0,1125.0,2,562.5,5777.777777777777
2.0,1.0,79.0,1230.0,2,615.0,6422.764227642277
2.0,1.0,79.0,1202.0,2,601.0,6572.379367720466
2.0,2.0,60.0,1080.0,2,540.0,5555.555555555556
2.0,0.0,71.195,1260.0,2,630.0,5650.396825396825
2.0,3.0,80.0,1424.0,2,712.0,5617.9775280898875
2.0,1.0,85.0,1290.0,2,645.0,6589.147286821705
2.0,2.0,80.0,1300.0,2,650.0,6153.846153846154
2.0,1.0,80.04,1290.0,2,645.0,6204.651162790698
2.0,1.0,72.0,1282.0,2,641.0,5616.224648985959
2.0,1.0,75.0,1291.0,2,645.5,5809.450038729667
2.0,1.0,85.0,1473.0,2,736.5,5770.536320434488
2.0,1.0,85.0,1432.0,2,716.0,5935.754189944134
3.0,2.0,107.0,1710.0,3,570.0,6257.309941520468
2.0,1.0,86.51,1396.0,3,465.3333333333333,6196.991404011461
3.0,1.0,124.0,1865.0,3,621.6666666666666,6648.793565683646
3.0,1.0,120.0,1798.0,3,599.3333333333334,6674.082313681869
3.0,2.0,131.0,1950.0,3,650.0,6717.948717948718
3.0,2.0,110.0,1760.0,3,586.6666666666666,6250.0
3.0,2.0,86.0,1482.0,3,494.0,5802.968960863698
3.0,1.0,100.0,1645.0,3,548.3333333333334,6079.0273556231
3.0,2.0,111.0,1650.0,3,550.0,6727.272727272727
4.0,3.0,160.0,2423.0,3,807.6666666666666,6603.38423442014
3.0,2.0,136.0,2197.0,3,732.3333333333334,6190.259444697314
3.0,1.0,123.0,1858.0,3,619.3333333333334,6620.021528525296
3.0,1.0,110.0,1798.0,3,599.3333333333334,6117.908787541713
3.0,1.0,119.0,1816.0,3,605.3333333333334,6552.863436123348
4.0,2.0,110.0,1880.0,3,626.6666666666666,5851.063829787234
3.0,2.0,104.0,1660.0,3,553.3333333333334,6265.060240963855
3.0,2.0,104.0,1660.0,3,553.3333333333334,6265.060240963855
3.0,2.0,131.0,1950.0,3,650.0,6717.948717948718
3.0,2.0,65.0,1150.0,3,383.3333333333333,5652.173913043478
3.0,2.0,110.0,1710.0,3,570.0,6432.748538011696
2.0,3.0,87.0,1368.0,2,684.0,6359.649122807017
4.0,3.0,115.0,1800.0,3,600.0,6388.888888888889
3.0,2.0,110.0,1719.0,3,573.0,6399.069226294358
2.0,2.0,75.0,1370.0,2,685.0,5474.4525547445255
2.0,1.0,54.0,1200.0,2,600.0,4500.0
2.0,1.0,54.0,1200.0,2,600.0,4500.0
2.0,1.0,54.0,1200.0,2,600.0,4500.0
2.0,2.0,48.0,1000.0,2,500.0,4800.0
1.0,0.0,37.0,600.0,1,600.0,6166.666666666667
1.0,1.0,46.0,615.0,1,615.0,7479.674796747968
1.0,1.0,46.0,615.0,1,615.0,7479.674796747968
1.0,1.0,80.0,1400.0,2,700.0,5714.285714285715
2.0,1.0,49.5,790.0,2,395.0,6265.822784810127
2.0,2.0,55.0,905.0,2,452.5,6077.348066298343
2.0,0.0,70.0,1000.0,2,500.0,7000.0
2.0,2.0,88.0,1244.0,2,622.0,7073.954983922829
2.0,1.0,98.49,1407.0,2,703.5,7000.0
3.0,1.5843757375501535,110.0,1870.0,3,623.3333333333334,5882.35294117647
4.0,3.0,135.0,1932.0,3,644.0,6987.577639751553
4.0,2.0,165.0,2384.0,3,794.6666666666666,6921.140939597315
3.0,3.0,82.0,1395.0,3,465.0,5878.136200716845
3.0,3.0,100.0,1770.0,3,590.0,5649.717514124294
3.0,2.0,138.0,2404.0,3,801.3333333333334,5740.432612312812
2.0,3.0,102.0,1470.0,3,490.0,6938.775510204082
2.0,3.0,89.0,1530.0,3,510.0,5816.993464052288
4.0,3.0,100.0,1575.0,3,525.0,6349.206349206349
2.0,2.0,60.0,980.0,3,326.6666666666667,6122.448979591837
3.0,2.0,115.0,1881.0,3,627.0,6113.769271664009
2.0,1.0,85.0,1405.0,3,468.3333333333333,6049.82206405694
4.0,0.0,90.0,1200.0,4,300.0,7500.0
1.0,0.0,34.1,775.0,1,775.0,4400.0
2.0,1.0,42.48,1020.0,2,510.0,4164.705882352941
2.0,1.0,52.0,1010.0,2,505.0,5148.514851485149
2.0,1.0,52.0,1010.0,2,505.0,5148.514851485149
2.0,1.0,42.48,1020.0,2,510.0,4164.705882352941
2.0,1.0,60.0,1260.0,3,420.0,4761.9047619047615
2.0,1.0,63.0,1300.0,3,433.3333333333333,4846.153846153846
4.0,2.0,48.0,720.0,4,180.0,6666.666666666667
4.0,1.0,80.0,1200.0,4,300.0,6666.666666666667
1.0,0.0,25.0,469.0,1,469.0,5330.490405117271
2.0,1.0,62.0,1250.0,2,625.0,4960.0
2.0,1.0,36.0,745.0,2,372.5,4832.214765100671
2.0,2.0,57.6,1100.0,2,550.0,5236.363636363636
3.0,1.0,57.23,1439.0,3,479.6666666666667,3977.067407922168
4.0,3.0,65.0,600.0,4,150.0,10833.333333333334
1.0,1.0,40.0,648.0,1,648.0,6172.83950617284
4.0,2.0,120.0,750.0,4,187.5,16000.0
3.0,3.0,175.0,1650.0,3,550.0,10606.060606060606
3.0,3.0,238.0,2648.0,3,882.6666666666666,8987.915407854985
3.0,3.0,350.0,3095.0,3,1031.6666666666667,11308.562197092084
2.0,1.0,70.0,1175.0,2,587.5,5957.446808510638
3.0,1.0,220.0,1800.0,3,600.0,12222.222222222223
3.0,1.5843757375501535,270.0,2500.0,3,833.3333333333334,10800.0
4.0,1.0,400.0,2250.0,4,562.5,17777.777777777777
2.0,2.0,110.0,900.0,2,450.0,12222.222222222223
2.0,2.0,110.0,1036.0,2,518.0,10617.760617760618
3.0,3.0,375.0,3095.0,3,1031.6666666666667,12116.316639741519
2.0,3.0,235.0,1875.0,3,625.0,12533.333333333334
3.0,2.0,165.0,1903.0,3,634.3333333333334,8670.520231213874
3.0,1.0,70.0,1200.0,2,600.0,5833.333333333333
2.0,1.0,37.49,760.0,2,380.0,4932.894736842105
3.0,3.0,400.0,3400.0,3,1133.3333333333333,11764.70588235294
2.0,2.0,125.0,984.0,2,492.0,12703.252032520326
3.0,3.0,120.0,1740.0,3,580.0,6896.551724137931
4.0,2.0,160.0,1210.0,5,242.0,13223.140495867769
2.0,2.0,35.0,1200.0,4,300.0,2916.6666666666665
2.0,2.0,52.0,918.0,2,459.0,5664.488017429194
2.0,2.0,48.0,918.0,2,459.0,5228.75816993464
2.0,2.0,47.0,914.0,2,457.0,5142.231947483589
2.0,2.0,55.0,927.0,2,463.5,5933.117583603021
2.0,2.0,46.0,920.0,2,460.0,5000.0
2.0,2.0,45.0,918.0,2,459.0,4901.9607843137255
2.0,2.0,55.0,918.0,2,459.0,5991.285403050109
2.0,1.0,50.0,923.0,2,461.5,5417.118093174431
2.0,1.0,49.0,918.0,2,459.0,5337.690631808279
2.0,2.0,49.0,914.0,2,457.0,5361.050328227571
2.0,2.0,50.0,918.0,2,459.0,5446.623093681917
2.0,2.0,55.0,914.0,2,457.0,6017.505470459519
2.0,2.0,48.0,943.0,2,471.5,5090.1378579003185
2.0,2.0,56.0,918.0,2,459.0,6100.217864923748
2.0,2.0,49.5,943.0,2,471.5,5249.204665959703
4.0,1.0,130.0,2400.0,3,800.0,5416.666666666667
3.0,3.0,61.0,1252.0,3,417.3333333333333,4872.20447284345
3.0,2.0,58.0,1250.0,3,416.6666666666667,4640.0
3.0,1.5843757375501535,63.0,1252.0,3,417.3333333333333,5031.948881789137
3.0,2.0,65.0,1200.0,3,400.0,5416.666666666667
3.0,1.0,65.0,1352.0,3,450.6666666666667,4807.692307692308
3.0,3.0,60.0,1230.0,3,410.0,4878.048780487805
3.0,2.0,65.0,1221.0,3,407.0,5323.505323505324
3.0,3.0,70.0,1252.0,3,417.3333333333333,5591.054313099042
3.0,2.0,65.0,1221.0,3,407.0,5323.505323505324
3.0,2.0,59.0,1252.0,3,417.3333333333333,4712.460063897764
3.0,2.0,58.0,1231.0,3,410.3333333333333,4711.6165718927705
3.0,3.0,66.0,1245.0,3,415.0,5301.204819277108
3.0,3.0,65.0,1221.0,3,407.0,5323.505323505324
5.0,2.0,230.0,3170.0,4,792.5,7255.520504731861
2.0,0.0,85.0,1200.0,2,600.0,7083.333333333333
2.0,2.0,70.0,1230.0,2,615.0,5691.056910569106
2.0,1.0,95.0,1320.0,3,440.0,7196.969696969697
3.0,2.0,75.0,600.0,3,200.0,12500.0
3.0,2.0,142.0,2400.0,4,600.0,5916.666666666667
3.0,1.0,130.0,1800.0,3,600.0,7222.222222222223
3.0,3.0,162.0,2070.0,3,690.0,7826.086956521739
4.0,3.0,155.0,1989.0,3,663.0,7792.860734037205
4.0,1.5843757375501535,350.0,2400.0,4,600.0,14583.333333333334
3.0,2.0,162.0,1500.0,4,375.0,10800.0
4.0,1.5843757375501535,700.0,5400.0,5,1080.0,12962.962962962964
7.0,2.0,199.0,1200.0,7,171.42857142857142,16583.333333333332
3.0,2.0,64.0,1300.0,3,433.3333333333333,4923.076923076923
3.0,2.0,53.0,1100.0,3,366.6666666666667,4818.181818181818
4.0,3.0,240.0,3884.0,4,971.0,6179.196704428425
2.0,1.0,42.5,959.0,2,479.5,4431.699687174139
2.0,1.5843757375501535,50.0,1600.0,3,533.3333333333334,3125.0
3.0,1.5843757375501535,120.0,700.0,6,116.66666666666667,17142.85714285714
2.0,3.0,45.0,1140.0,2,570.0,3947.3684210526317
3.0,2.0,135.0,1650.0,3,550.0,8181.818181818182
3.0,1.0,90.0,1500.0,3,500.0,6000.0
1.0,0.0,26.0,375.0,1,375.0,6933.333333333333
2.0,0.0,65.0,900.0,3,300.0,7222.222222222223
2.0,2.0,62.0,1210.0,2,605.0,5123.966942148761
2.0,2.0,63.0,925.0,2,462.5,6810.810810810811
2.0,2.0,65.0,1050.0,2,525.0,6190.476190476191
1.0,1.0,40.0,950.0,1,950.0,4210.526315789473
2.0,2.0,41.0,1050.0,1,1050.0,3904.7619047619046
1.0,1.0,21.5,700.0,1,700.0,3071.4285714285716
2.0,0.0,56.8,1277.5,2,638.75,4446.183953033268
2.0,2.0,39.0,930.0,2,465.0,4193.548387096775
2.0,2.0,42.74,1155.0,2,577.5,3700.4329004329006
2.0,1.0,46.55,1225.0,2,612.5,3800.0
2.0,1.0,47.0,1100.0,2,550.0,4272.727272727273
2.0,1.0,43.0,1015.0,2,507.5,4236.453201970443
2.0,1.0,51.0,1142.0,2,571.0,4465.84938704028
2.0,1.0,48.0,1021.0,2,510.5,4701.273261508325
2.0,1.0,40.5,1035.0,2,517.5,3913.0434782608695
2.0,1.0,71.0,1550.0,2,775.0,4580.645161290323
2.0,0.0,51.22,1192.5,2,596.25,4295.17819706499
2.0,1.0,46.0,1100.0,2,550.0,4181.818181818182
2.0,1.0,49.02,1290.0,2,645.0,3800.0
2.0,2.0,43.0,1100.0,2,550.0,3909.090909090909
2.0,1.0,40.0,950.0,2,475.0,4210.526315789473
2.0,0.0,40.0,750.0,2,375.0,5333.333333333333
2.0,1.0,44.5,1000.0,2,500.0,4450.0
2.0,3.0,47.0,1200.0,2,600.0,3916.6666666666665
2.0,1.0,43.32,1140.0,2,570.0,3800.0
2.0,1.0,42.0,1200.0,2,600.0,3500.0
2.0,2.0,50.0,1040.0,2,520.0,4807.692307692308
2.0,1.0,42.0,1150.0,2,575.0,3652.1739130434785
2.0,2.0,55.0,1050.0,2,525.0,5238.0952380952385
2.0,1.0,46.5,1085.0,2,542.5,4285.714285714285
2.0,0.0,75.0,2000.0,2,1000.0,3750.0
2.0,2.0,45.0,1100.0,2,550.0,4090.909090909091
2.0,2.0,40.0,1035.0,2,517.5,3864.7342995169083
2.0,1.0,45.0,1116.0,2,558.0,4032.2580645161293
2.0,2.0,69.0,1290.0,2,645.0,5348.837209302325
2.0,0.0,36.38,866.28,2,433.14,4199.565960197628
2.0,1.0,43.0,1096.0,2,548.0,3923.3576642335765
2.0,2.0,58.0,1204.0,2,602.0,4817.275747508305
2.0,1.0,45.79,1205.0,2,602.5,3800.0
2.0,1.0,39.9,1100.0,2,550.0,3627.2727272727275
2.0,2.0,39.0,1020.0,2,510.0,3823.529411764706
2.0,1.0,60.0,1245.0,2,622.5,4819.277108433735
3.0,0.0,47.405,1128.76,3,376.25333333333333,4199.741309047096
3.0,0.0,69.315,1559.0,3,519.6666666666666,4446.119307248236
3.0,3.0,60.0,1452.0,3,484.0,4132.231404958678
2.0,1.0,61.0,1430.0,3,476.6666666666667,4265.734265734266
2.0,2.0,57.0,1300.0,3,433.3333333333333,4384.615384615385
3.0,2.0,97.0,1827.0,3,609.0,5309.250136836344
2.0,3.0,60.0,1400.0,3,466.6666666666667,4285.714285714285
4.0,1.0,75.0,1000.0,4,250.0,7500.0
4.0,2.0,235.0,3000.0,4,750.0,7833.333333333333
5.0,1.5843757375501535,310.0,3657.0,5,731.4,8476.89362865737
6.0,0.0,85.0,2000.0,6,333.3333333333333,4250.0
6.0,2.0,175.0,4300.0,6,716.6666666666666,4069.767441860465
6.0,1.0,110.0,2800.0,7,400.0,3928.5714285714284
9.0,2.0,200.0,4600.0,9,511.1111111111111,4347.826086956522
2.0,3.0,62.5,1200.0,2,600.0,5208.333333333333
2.0,2.0,56.0,1464.0,2,732.0,3825.136612021858
3.0,2.0,56.0,1464.0,3,488.0,3825.136612021858
3.0,2.0,56.0,1464.0,3,488.0,3825.136612021858
3.0,3.0,56.0,1464.0,3,488.0,3825.136612021858
3.0,2.0,56.0,1464.0,3,488.0,3825.136612021858
3.0,2.0,56.0,1464.0,3,488.0,3825.136612021858
3.0,2.0,56.0,1464.0,3,488.0,3825.136612021858
3.0,2.0,56.0,1464.0,3,488.0,3825.136612021858
2.0,1.0,35.0,861.0,2,430.5,4065.040650406504
2.0,0.0,34.0,827.0,2,413.5,4111.24546553809
2.0,1.0,60.0,1256.0,2,628.0,4777.070063694267
2.0,1.0,60.0,1256.0,2,628.0,4777.070063694267
3.0,3.0,98.0,1850.0,3,616.6666666666666,5297.2972972972975
3.0,3.0,69.0,1400.0,3,466.6666666666667,4928.571428571428
2.0,1.0,40.0,1115.0,2,557.5,3587.4439461883408
2.0,2.0,35.0,935.0,2,467.5,3743.3155080213905
2.0,1.0,40.0,909.0,3,303.0,4400.4400440044
2.0,0.0,29.0,520.0,1,520.0,5576.923076923077
1.0,1.0,15.0,675.0,2,337.5,2222.222222222222
1.0,0.0,35.0,400.0,1,400.0,8750.0
10.0,1.5843757375501535,90.0,750.0,10,75.0,12000.0
2.0,2.0,93.0,1257.0,2,628.5,7398.568019093079
2.0,1.0,78.0,1140.0,2,570.0,6842.105263157895
2.0,2.0,66.0,1545.0,3,515.0,4271.844660194175
2.0,2.0,75.0,1424.0,3,474.6666666666667,5266.853932584269
3.0,1.0,80.0,1365.0,3,455.0,5860.805860805861
1.0,0.0,40.7,925.0,1,925.0,4400.000000000001
2.0,2.0,58.0,1198.0,2,599.0,4841.402337228715
2.0,3.0,68.2,1314.0,2,657.0,5190.258751902587
2.0,1.0,50.0,1010.0,2,505.0,4950.495049504951
2.0,2.0,61.0,1152.0,2,576.0,5295.138888888889
2.0,3.0,60.0,1196.0,2,598.0,5016.722408026756
3.0,3.0,91.45,1762.0,3,587.3333333333334,5190.124858115778
3.0,3.0,110.0,1762.0,3,587.3333333333334,6242.905788876277
3.0,1.5843757375501535,108.0,1900.0,3,633.3333333333334,5684.210526315789
2.0,2.0,82.0,1645.0,3,548.3333333333334,4984.802431610942
3.0,3.0,112.0,1762.0,3,587.3333333333334,6356.413166855846
2.0,2.0,78.0,1351.0,3,450.3333333333333,5773.501110288675
3.0,3.0,112.0,1762.0,3,587.3333333333334,6356.413166855846
2.0,1.0,110.0,1875.0,3,625.0,5866.666666666667
3.0,3.0,109.0,1762.0,3,587.3333333333334,6186.152099886493
4.0,0.0,210.0,3750.0,4,937.5,5600.0
1.0,0.0,45.0,800.0,2,400.0,5625.0
